Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Population Size by Broad Age (000's)"
"De facto population in a country or region, classified by sex and by broad age groups. Available by level of educational attainment, in all scenarios, and at all geographical scales. Figures are presented in thousands. <br><br> Source for 1950 to 2015: <a href=""http://esa.un.org/wpp/documentation/WPP%202010%20publications.htm"">UN Population Division, World Population Prospects 2017</a>"
"Multiple Scenarios"
" "
"Scenario","Area","Year","Age","Sex","Population"
"SSP3","United Republic of Tanzania",2015,"15+","Male",14388.9
"SSP3","United Republic of Tanzania",2020,"15+","Male",17158.1
"SSP3","United Republic of Tanzania",2030,"15+","Male",24251
"SSP3","United Republic of Tanzania",2050,"15+","Male",44808.1
"SSP3","United Republic of Tanzania",2100,"15+","Male",105377.7
"SSP3","United States of America",2015,"15+","Male",126834.3
"SSP3","United States of America",2020,"15+","Male",131493.9
"SSP3","United States of America",2030,"15+","Male",137264.9
"SSP3","United States of America",2050,"15+","Male",147889.5
"SSP3","United States of America",2100,"15+","Male",193604.2
"SSP3","United States Virgin Islands",2015,"15+","Male",39.2
"SSP3","United States Virgin Islands",2020,"15+","Male",39.8
"SSP3","United States Virgin Islands",2030,"15+","Male",41
"SSP3","United States Virgin Islands",2050,"15+","Male",43.5
"SSP3","United States Virgin Islands",2100,"15+","Male",52.9
"SSP3","Uruguay",2015,"15+","Male",1281.1
"SSP3","Uruguay",2020,"15+","Male",1312.3
"SSP3","Uruguay",2030,"15+","Male",1382
"SSP3","Uruguay",2050,"15+","Male",1538
"SSP3","Uruguay",2100,"15+","Male",1807.4
"SSP3","Uzbekistan",2015,"15+","Male",10967.2
"SSP3","Uzbekistan",2020,"15+","Male",11792.7
"SSP3","Uzbekistan",2030,"15+","Male",13784.5
"SSP3","Uzbekistan",2050,"15+","Male",17124.2
"SSP3","Uzbekistan",2100,"15+","Male",21130.2
"SSP3","Vanuatu",2015,"15+","Male",83.7
"SSP3","Vanuatu",2020,"15+","Male",95.1
"SSP3","Vanuatu",2030,"15+","Male",121.9
"SSP3","Vanuatu",2050,"15+","Male",176.4
"SSP3","Vanuatu",2100,"15+","Male",290.8
"SSP3","Venezuela (Bolivarian Republic of)",2015,"15+","Male",11025
"SSP3","Venezuela (Bolivarian Republic of)",2020,"15+","Male",11964.8
"SSP3","Venezuela (Bolivarian Republic of)",2030,"15+","Male",13740.6
"SSP3","Venezuela (Bolivarian Republic of)",2050,"15+","Male",16945.1
"SSP3","Venezuela (Bolivarian Republic of)",2100,"15+","Male",21459
"SSP3","Viet Nam",2015,"15+","Male",35007.9
"SSP3","Viet Nam",2020,"15+","Male",36819.4
"SSP3","Viet Nam",2030,"15+","Male",41030.2
"SSP3","Viet Nam",2050,"15+","Male",46285.3
"SSP3","Viet Nam",2100,"15+","Male",48679.4
"SSP3","Western Sahara",2015,"15+","Male",200.6
"SSP3","Western Sahara",2020,"15+","Male",226.2
"SSP3","Western Sahara",2030,"15+","Male",265
"SSP3","Western Sahara",2050,"15+","Male",315.7
"SSP3","Western Sahara",2100,"15+","Male",375.4
"SSP3","World",2015,"15+","Male",2725963.8
"SSP3","World",2020,"15+","Male",2901510.7
"SSP3","World",2030,"15+","Male",3243353.2
"SSP3","World",2050,"15+","Male",3889318.8
"SSP3","World",2100,"15+","Male",5275798.2
"SSP3","Yemen",2015,"15+","Male",8027
"SSP3","Yemen",2020,"15+","Male",9341.7
"SSP3","Yemen",2030,"15+","Male",12336.4
"SSP3","Yemen",2050,"15+","Male",20086.7
"SSP3","Yemen",2100,"15+","Male",38403.2
"SSP3","Zambia",2015,"15+","Male",4309.8
"SSP3","Zambia",2020,"15+","Male",5156.9
"SSP3","Zambia",2030,"15+","Male",7109.7
"SSP3","Zambia",2050,"15+","Male",13628.1
"SSP3","Zambia",2100,"15+","Male",34760.7
"SSP3","Zimbabwe",2015,"15+","Male",4394
"SSP3","Zimbabwe",2020,"15+","Male",5044.6
"SSP3","Zimbabwe",2030,"15+","Male",6720.3
"SSP3","Zimbabwe",2050,"15+","Male",10400.3
"SSP3","Zimbabwe",2100,"15+","Male",15940.4
"SSP3","Afghanistan",2015,"0--14","Female",7318.4
"SSP3","Afghanistan",2020,"0--14","Female",8313
"SSP3","Afghanistan",2030,"0--14","Female",11963.8
"SSP3","Afghanistan",2050,"0--14","Female",18508.9
"SSP3","Afghanistan",2100,"0--14","Female",27985.5
"SSP3","Albania",2015,"0--14","Female",253.7
"SSP3","Albania",2020,"0--14","Female",239.3
"SSP3","Albania",2030,"0--14","Female",255.7
"SSP3","Albania",2050,"0--14","Female",229.7
"SSP3","Albania",2100,"0--14","Female",242.3
"SSP3","Algeria",2015,"0--14","Female",5594.9
"SSP3","Algeria",2020,"0--14","Female",6389.2
"SSP3","Algeria",2030,"0--14","Female",6457.3
"SSP3","Algeria",2050,"0--14","Female",6935.1
"SSP3","Algeria",2100,"0--14","Female",7606.8
"SSP3","Angola",2015,"0--14","Female",6591.5
"SSP3","Angola",2020,"0--14","Female",7535.5
"SSP3","Angola",2030,"0--14","Female",9194.9
"SSP3","Angola",2050,"0--14","Female",11715.5
"SSP3","Angola",2100,"0--14","Female",13989.3
"SSP3","Antigua and Barbuda",2015,"0--14","Female",12.2
"SSP3","Antigua and Barbuda",2020,"0--14","Female",12.2
"SSP3","Antigua and Barbuda",2030,"0--14","Female",13.2
"SSP3","Antigua and Barbuda",2050,"0--14","Female",14.3
"SSP3","Antigua and Barbuda",2100,"0--14","Female",18.1
"SSP3","Argentina",2015,"0--14","Female",5375.7
"SSP3","Argentina",2020,"0--14","Female",5542.9
"SSP3","Argentina",2030,"0--14","Female",6032.4
"SSP3","Argentina",2050,"0--14","Female",6565.6
"SSP3","Argentina",2100,"0--14","Female",7379.7
"SSP3","Armenia",2015,"0--14","Female",269.7
"SSP3","Armenia",2020,"0--14","Female",283.6
"SSP3","Armenia",2030,"0--14","Female",271.4
"SSP3","Armenia",2050,"0--14","Female",276.5
"SSP3","Armenia",2100,"0--14","Female",289.2
"SSP3","Aruba",2015,"0--14","Female",9.6
"SSP3","Aruba",2020,"0--14","Female",9
"SSP3","Aruba",2030,"0--14","Female",9.4
"SSP3","Aruba",2050,"0--14","Female",8.7
"SSP3","Aruba",2100,"0--14","Female",9.4
"SSP3","Australia",2015,"0--14","Female",2179.8
"SSP3","Australia",2020,"0--14","Female",2342.8
"SSP3","Australia",2030,"0--14","Female",2550.2
"SSP3","Australia",2050,"0--14","Female",2559.5
"SSP3","Australia",2100,"0--14","Female",3066.9
"SSP3","Austria",2015,"0--14","Female",596.3
"SSP3","Austria",2020,"0--14","Female",612.7
"SSP3","Austria",2030,"0--14","Female",659.1
"SSP3","Austria",2050,"0--14","Female",607.5
"SSP3","Austria",2100,"0--14","Female",681.8
"SSP3","Azerbaijan",2015,"0--14","Female",1022.7
"SSP3","Azerbaijan",2020,"0--14","Female",1106.5
"SSP3","Azerbaijan",2030,"0--14","Female",1053
"SSP3","Azerbaijan",2050,"0--14","Female",1058.5
"SSP3","Azerbaijan",2100,"0--14","Female",1107.5
"SSP3","Bahamas",2015,"0--14","Female",39.1
"SSP3","Bahamas",2020,"0--14","Female",41.4
"SSP3","Bahamas",2030,"0--14","Female",43.5
"SSP3","Bahamas",2050,"0--14","Female",40.8
"SSP3","Bahamas",2100,"0--14","Female",40.6
"SSP3","Bahrain",2015,"0--14","Female",139.1
"SSP3","Bahrain",2020,"0--14","Female",152.3
"SSP3","Bahrain",2030,"0--14","Female",152.6
"SSP3","Bahrain",2050,"0--14","Female",167.1
"SSP3","Bahrain",2100,"0--14","Female",179.7
"SSP3","Bangladesh",2015,"0--14","Female",23207.2
"SSP3","Bangladesh",2020,"0--14","Female",22952.2
"SSP3","Bangladesh",2030,"0--14","Female",24459.1
"SSP3","Bangladesh",2050,"0--14","Female",24764.7
"SSP3","Bangladesh",2100,"0--14","Female",27218.5
"SSP3","Barbados",2015,"0--14","Female",26.9
"SSP3","Barbados",2020,"0--14","Female",25.7
"SSP3","Barbados",2030,"0--14","Female",24.1
"SSP3","Barbados",2050,"0--14","Female",23.1
"SSP3","Barbados",2100,"0--14","Female",22.8
"SSP3","Belarus",2015,"0--14","Female",743.4
"SSP3","Belarus",2020,"0--14","Female",795.8
"SSP3","Belarus",2030,"0--14","Female",741.7
"SSP3","Belarus",2050,"0--14","Female",729.2
"SSP3","Belarus",2100,"0--14","Female",749.6
"SSP3","Belgium",2015,"0--14","Female",938.2
"SSP3","Belgium",2020,"0--14","Female",979
"SSP3","Belgium",2030,"0--14","Female",1050.2
"SSP3","Belgium",2050,"0--14","Female",1120.2
"SSP3","Belgium",2100,"0--14","Female",1411.4
"SSP3","Belize",2015,"0--14","Female",57.6
"SSP3","Belize",2020,"0--14","Female",59.6
"SSP3","Belize",2030,"0--14","Female",69
"SSP3","Belize",2050,"0--14","Female",77.5
"SSP3","Belize",2100,"0--14","Female",92.2
"SSP3","Benin",2015,"0--14","Female",2242.9
"SSP3","Benin",2020,"0--14","Female",2512.8
"SSP3","Benin",2030,"0--14","Female",3007
"SSP3","Benin",2050,"0--14","Female",3610.1
"SSP3","Benin",2100,"0--14","Female",4356.3
"SSP3","Bhutan",2015,"0--14","Female",106.3
"SSP3","Bhutan",2020,"0--14","Female",107.5
"SSP3","Bhutan",2030,"0--14","Female",116.5
"SSP3","Bhutan",2050,"0--14","Female",124
"SSP3","Bhutan",2100,"0--14","Female",154.2
"SSP3","Bolivia (Plurinational State of)",2015,"0--14","Female",1708.2
"SSP3","Bolivia (Plurinational State of)",2020,"0--14","Female",1779.1
"SSP3","Bolivia (Plurinational State of)",2030,"0--14","Female",2060.5
"SSP3","Bolivia (Plurinational State of)",2050,"0--14","Female",2404.3
"SSP3","Bolivia (Plurinational State of)",2100,"0--14","Female",2793.1
"SSP3","Bosnia and Herzegovina",2015,"0--14","Female",248.1
"SSP3","Bosnia and Herzegovina",2020,"0--14","Female",236.4
"SSP3","Bosnia and Herzegovina",2030,"0--14","Female",241.7
"SSP3","Bosnia and Herzegovina",2050,"0--14","Female",219.4
"SSP3","Bosnia and Herzegovina",2100,"0--14","Female",231.4
"SSP3","Botswana",2015,"0--14","Female",348.2
"SSP3","Botswana",2020,"0--14","Female",372.7
"SSP3","Botswana",2030,"0--14","Female",401.9
"SSP3","Botswana",2050,"0--14","Female",411.4
"SSP3","Botswana",2100,"0--14","Female",419.9
"SSP3","Brazil",2015,"0--14","Female",22699
"SSP3","Brazil",2020,"0--14","Female",22437.4
"SSP3","Brazil",2030,"0--14","Female",23300.3
"SSP3","Brazil",2050,"0--14","Female",21840.2
"SSP3","Brazil",2100,"0--14","Female",23269.4
"SSP3","Brunei Darussalam",2015,"0--14","Female",48.1
"SSP3","Brunei Darussalam",2020,"0--14","Female",49.1
"SSP3","Brunei Darussalam",2030,"0--14","Female",52.9
"SSP3","Brunei Darussalam",2050,"0--14","Female",53.6
"SSP3","Brunei Darussalam",2100,"0--14","Female",63.9
"SSP3","Bulgaria",2015,"0--14","Female",488.4
"SSP3","Bulgaria",2020,"0--14","Female",496
"SSP3","Bulgaria",2030,"0--14","Female",482.3
"SSP3","Bulgaria",2050,"0--14","Female",487.7
"SSP3","Bulgaria",2100,"0--14","Female",536.6
"SSP3","Burkina Faso",2015,"0--14","Female",4053.6
"SSP3","Burkina Faso",2020,"0--14","Female",4665.8
"SSP3","Burkina Faso",2030,"0--14","Female",6154.4
"SSP3","Burkina Faso",2050,"0--14","Female",9072.9
"SSP3","Burkina Faso",2100,"0--14","Female",12815.1
"SSP3","Burundi",2015,"0--14","Female",2282.9
"SSP3","Burundi",2020,"0--14","Female",2602.7
"SSP3","Burundi",2030,"0--14","Female",2911.3
"SSP3","Burundi",2050,"0--14","Female",3180.9
"SSP3","Burundi",2100,"0--14","Female",3490.6
"SSP3","Cambodia",2015,"0--14","Female",2407.5
"SSP3","Cambodia",2020,"0--14","Female",2589
"SSP3","Cambodia",2030,"0--14","Female",2834
"SSP3","Cambodia",2050,"0--14","Female",3148.6
"SSP3","Cambodia",2100,"0--14","Female",3547.5
"SSP3","Cameroon",2015,"0--14","Female",4871.9
"SSP3","Cameroon",2020,"0--14","Female",5420
"SSP3","Cameroon",2030,"0--14","Female",6284.8
"SSP3","Cameroon",2050,"0--14","Female",7028.1
"SSP3","Cameroon",2100,"0--14","Female",7732.3
"SSP3","Canada",2015,"0--14","Female",2798.4
"SSP3","Canada",2020,"0--14","Female",2982.7
"SSP3","Canada",2030,"0--14","Female",3288.1
"SSP3","Canada",2050,"0--14","Female",3284.5
"SSP3","Canada",2100,"0--14","Female",4039.9
"SSP3","Cape Verde",2015,"0--14","Female",82.3
"SSP3","Cape Verde",2020,"0--14","Female",83.1
"SSP3","Cape Verde",2030,"0--14","Female",91.8
"SSP3","Cape Verde",2050,"0--14","Female",99.6
"SSP3","Cape Verde",2100,"0--14","Female",117.4
"SSP3","Central African Republic",2015,"0--14","Female",997.6
"SSP3","Central African Republic",2020,"0--14","Female",1053.8
"SSP3","Central African Republic",2030,"0--14","Female",1218.1
"SSP3","Central African Republic",2050,"0--14","Female",1359.4
"SSP3","Central African Republic",2100,"0--14","Female",1400
"SSP3","Chad",2015,"0--14","Female",3305.9
"SSP3","Chad",2020,"0--14","Female",3767.7
"SSP3","Chad",2030,"0--14","Female",4784.9
"SSP3","Chad",2050,"0--14","Female",6045.4
"SSP3","Chad",2100,"0--14","Female",7078
"SSP3","Channel Islands",2015,"0--14","Female",11.9
"SSP3","Channel Islands",2020,"0--14","Female",11.9
"SSP3","Channel Islands",2030,"0--14","Female",12.4
"SSP3","Channel Islands",2050,"0--14","Female",12
"SSP3","Channel Islands",2100,"0--14","Female",12.6
"SSP3","Chile",2015,"0--14","Female",1816
"SSP3","Chile",2020,"0--14","Female",1814.6
"SSP3","Chile",2030,"0--14","Female",1879.8
"SSP3","Chile",2050,"0--14","Female",1799.3
"SSP3","Chile",2100,"0--14","Female",1905.8
"SSP3","China",2015,"0--14","Female",114371.9
"SSP3","China",2020,"0--14","Female",113878.9
"SSP3","China",2030,"0--14","Female",105486.7
"SSP3","China",2050,"0--14","Female",98190.2
"SSP3","China",2100,"0--14","Female",93152.9
"SSP3","Colombia",2015,"0--14","Female",5734.4
"SSP3","Colombia",2020,"0--14","Female",5712.7
"SSP3","Colombia",2030,"0--14","Female",6175.5
"SSP3","Colombia",2050,"0--14","Female",6343.5
"SSP3","Colombia",2100,"0--14","Female",6470.9
"SSP3","Comoros",2015,"0--14","Female",153.3
"SSP3","Comoros",2020,"0--14","Female",171.2
"SSP3","Comoros",2030,"0--14","Female",204.6
"SSP3","Comoros",2050,"0--14","Female",248.3
"SSP3","Comoros",2100,"0--14","Female",290.8
"SSP3","Congo",2015,"0--14","Female",1052.7
"SSP3","Congo",2020,"0--14","Female",1190.4
"SSP3","Congo",2030,"0--14","Female",1435.6
"SSP3","Congo",2050,"0--14","Female",1764.6
"SSP3","Congo",2100,"0--14","Female",2161.7
"SSP3","Costa Rica",2015,"0--14","Female",523.9
"SSP3","Costa Rica",2020,"0--14","Female",530.8
"SSP3","Costa Rica",2030,"0--14","Female",551.6
"SSP3","Costa Rica",2050,"0--14","Female",525.1
"SSP3","Costa Rica",2100,"0--14","Female",546.5
"SSP3","Cote d'Ivoire",2015,"0--14","Female",4916.7
"SSP3","Cote d'Ivoire",2020,"0--14","Female",5473.3
"SSP3","Cote d'Ivoire",2030,"0--14","Female",6502.6
"SSP3","Cote d'Ivoire",2050,"0--14","Female",7350.5
"SSP3","Cote d'Ivoire",2100,"0--14","Female",8261.7
"SSP3","Croatia",2015,"0--14","Female",305.3
"SSP3","Croatia",2020,"0--14","Female",306.2
"SSP3","Croatia",2030,"0--14","Female",306.2
"SSP3","Croatia",2050,"0--14","Female",296.5
"SSP3","Croatia",2100,"0--14","Female",321
"SSP3","Cuba",2015,"0--14","Female",906.7
"SSP3","Cuba",2020,"0--14","Female",888.4
"SSP3","Cuba",2030,"0--14","Female",858.7
"SSP3","Cuba",2050,"0--14","Female",763.4
"SSP3","Cuba",2100,"0--14","Female",719.1
"SSP3","Curaçao",2015,"0--14","Female",14.6
"SSP3","Curaçao",2020,"0--14","Female",14.7
"SSP3","Curaçao",2030,"0--14","Female",15.9
"SSP3","Curaçao",2050,"0--14","Female",17
"SSP3","Curaçao",2100,"0--14","Female",22.4
"SSP3","Cyprus",2015,"0--14","Female",94.9
"SSP3","Cyprus",2020,"0--14","Female",100.7
"SSP3","Cyprus",2030,"0--14","Female",111.4
"SSP3","Cyprus",2050,"0--14","Female",102.5
"SSP3","Cyprus",2100,"0--14","Female",109.2
"SSP3","Czech Republic",2015,"0--14","Female",780.7
"SSP3","Czech Republic",2020,"0--14","Female",822.5
"SSP3","Czech Republic",2030,"0--14","Female",802.7
"SSP3","Czech Republic",2050,"0--14","Female",823.7
"SSP3","Czech Republic",2100,"0--14","Female",916.3
"SSP3","Democratic People's Republic of Korea",2015,"0--14","Female",2606
"SSP3","Democratic People's Republic of Korea",2020,"0--14","Female",2500.6
"SSP3","Democratic People's Republic of Korea",2030,"0--14","Female",2474.9
"SSP3","Democratic People's Republic of Korea",2050,"0--14","Female",2169
"SSP3","Democratic People's Republic of Korea",2100,"0--14","Female",1991.6
"SSP3","Democratic Republic of the Congo",2015,"0--14","Female",17514.2
"SSP3","Democratic Republic of the Congo",2020,"0--14","Female",20396.1
"SSP3","Democratic Republic of the Congo",2030,"0--14","Female",26117.4
"SSP3","Democratic Republic of the Congo",2050,"0--14","Female",34182.1
"SSP3","Democratic Republic of the Congo",2100,"0--14","Female",41011.2
"SSP3","Denmark",2015,"0--14","Female",466.8
"SSP3","Denmark",2020,"0--14","Female",473.8
"SSP3","Denmark",2030,"0--14","Female",561.8
"SSP3","Denmark",2050,"0--14","Female",620.7
"SSP3","Denmark",2100,"0--14","Female",919.1
"SSP3","Djibouti",2015,"0--14","Female",146.6
"SSP3","Djibouti",2020,"0--14","Female",152.9
"SSP3","Djibouti",2030,"0--14","Female",177.8
"SSP3","Djibouti",2050,"0--14","Female",186.5
"SSP3","Djibouti",2100,"0--14","Female",203.8
"SSP3","Dominican Republic",2015,"0--14","Female",1548.1
"SSP3","Dominican Republic",2020,"0--14","Female",1582.9
"SSP3","Dominican Republic",2030,"0--14","Female",1734.6
"SSP3","Dominican Republic",2050,"0--14","Female",1915.7
"SSP3","Dominican Republic",2100,"0--14","Female",2091.7
"SSP3","Ecuador",2015,"0--14","Female",2291.6
"SSP3","Ecuador",2020,"0--14","Female",2384.1
"SSP3","Ecuador",2030,"0--14","Female",2605
"SSP3","Ecuador",2050,"0--14","Female",2800.4
"SSP3","Ecuador",2100,"0--14","Female",3038.1
"SSP3","Egypt",2015,"0--14","Female",15067.2
"SSP3","Egypt",2020,"0--14","Female",16756.1
"SSP3","Egypt",2030,"0--14","Female",18289.3
"SSP3","Egypt",2050,"0--14","Female",20478.5
"SSP3","Egypt",2100,"0--14","Female",21294
"SSP3","El Salvador",2015,"0--14","Female",874.2
"SSP3","El Salvador",2020,"0--14","Female",872.8
"SSP3","El Salvador",2030,"0--14","Female",963.9
"SSP3","El Salvador",2050,"0--14","Female",1022.4
"SSP3","El Salvador",2100,"0--14","Female",1196.8
"SSP3","Equatorial Guinea",2015,"0--14","Female",217
"SSP3","Equatorial Guinea",2020,"0--14","Female",253.7
"SSP3","Equatorial Guinea",2030,"0--14","Female",307.3
"SSP3","Equatorial Guinea",2050,"0--14","Female",379.6
"SSP3","Equatorial Guinea",2100,"0--14","Female",438.5
"SSP3","Eritrea",2015,"0--14","Female",1004.7
"SSP3","Eritrea",2020,"0--14","Female",1096.8
"SSP3","Eritrea",2030,"0--14","Female",1271.3
"SSP3","Eritrea",2050,"0--14","Female",1600.4
"SSP3","Eritrea",2100,"0--14","Female",1983.4
"SSP3","Estonia",2015,"0--14","Female",103.2
"SSP3","Estonia",2020,"0--14","Female",108
"SSP3","Estonia",2030,"0--14","Female",106.6
"SSP3","Estonia",2050,"0--14","Female",112.7
"SSP3","Estonia",2100,"0--14","Female",135.3
"SSP3","Ethiopia",2015,"0--14","Female",20529.5
"SSP3","Ethiopia",2020,"0--14","Female",22345.4
"SSP3","Ethiopia",2030,"0--14","Female",27729.3
"SSP3","Ethiopia",2050,"0--14","Female",34353.3
"SSP3","Ethiopia",2100,"0--14","Female",39596.9
"SSP3","Fiji",2015,"0--14","Female",124.2
"SSP3","Fiji",2020,"0--14","Female",127.3
"SSP3","Fiji",2030,"0--14","Female",133.2
"SSP3","Fiji",2050,"0--14","Female",145.6
"SSP3","Fiji",2100,"0--14","Female",158.4
"SSP3","Finland",2015,"0--14","Female",439.2
"SSP3","Finland",2020,"0--14","Female",461.3
"SSP3","Finland",2030,"0--14","Female",523.6
"SSP3","Finland",2050,"0--14","Female",598
"SSP3","Finland",2100,"0--14","Female",883.4
"SSP3","France",2015,"0--14","Female",5743.8
"SSP3","France",2020,"0--14","Female",5879
"SSP3","France",2030,"0--14","Female",6422.5
"SSP3","France",2050,"0--14","Female",7232.9
"SSP3","France",2100,"0--14","Female",9614.2
"SSP3","French Guiana",2015,"0--14","Female",44.6
"SSP3","French Guiana",2020,"0--14","Female",47.5
"SSP3","French Guiana",2030,"0--14","Female",52.3
"SSP3","French Guiana",2050,"0--14","Female",59.7
"SSP3","French Guiana",2100,"0--14","Female",73.3
"SSP3","French Polynesia",2015,"0--14","Female",32.5
"SSP3","French Polynesia",2020,"0--14","Female",32.7
"SSP3","French Polynesia",2030,"0--14","Female",36.4
"SSP3","French Polynesia",2050,"0--14","Female",39.7
"SSP3","French Polynesia",2100,"0--14","Female",52.1
"SSP3","Gabon",2015,"0--14","Female",342
"SSP3","Gabon",2020,"0--14","Female",386.8
"SSP3","Gabon",2030,"0--14","Female",438.3
"SSP3","Gabon",2050,"0--14","Female",473.3
"SSP3","Gabon",2100,"0--14","Female",559
"SSP3","Gambia",2015,"0--14","Female",447.5
"SSP3","Gambia",2020,"0--14","Female",500.4
"SSP3","Gambia",2030,"0--14","Female",566.2
"SSP3","Gambia",2050,"0--14","Female",645.4
"SSP3","Gambia",2100,"0--14","Female",759.8
"SSP3","Georgia",2015,"0--14","Female",351.1
"SSP3","Georgia",2020,"0--14","Female",365.2
"SSP3","Georgia",2030,"0--14","Female",338.4
"SSP3","Georgia",2050,"0--14","Female",352.5
"SSP3","Georgia",2100,"0--14","Female",373.8
"SSP3","Germany",2015,"0--14","Female",5216.7
"SSP3","Germany",2020,"0--14","Female",5337.2
"SSP3","Germany",2030,"0--14","Female",5861
"SSP3","Germany",2050,"0--14","Female",5478.1
"SSP3","Germany",2100,"0--14","Female",6264.7
"SSP3","Ghana",2015,"0--14","Female",5236.3
"SSP3","Ghana",2020,"0--14","Female",5838.6
"SSP3","Ghana",2030,"0--14","Female",7004.8
"SSP3","Ghana",2050,"0--14","Female",8981.2
"SSP3","Ghana",2100,"0--14","Female",11575.2
"SSP3","Greece",2015,"0--14","Female",792.6
"SSP3","Greece",2020,"0--14","Female",780.9
"SSP3","Greece",2030,"0--14","Female",772.6
"SSP3","Greece",2050,"0--14","Female",797.3
"SSP3","Greece",2100,"0--14","Female",846.3
"SSP3","Grenada",2015,"0--14","Female",13.8
"SSP3","Grenada",2020,"0--14","Female",14.2
"SSP3","Grenada",2030,"0--14","Female",15
"SSP3","Grenada",2050,"0--14","Female",16
"SSP3","Grenada",2100,"0--14","Female",17.4
"SSP3","Guadeloupe",2015,"0--14","Female",42.8
"SSP3","Guadeloupe",2020,"0--14","Female",40
"SSP3","Guadeloupe",2030,"0--14","Female",44.5
"SSP3","Guadeloupe",2050,"0--14","Female",50
"SSP3","Guadeloupe",2100,"0--14","Female",69.8
"SSP3","Guam",2015,"0--14","Female",20
"SSP3","Guam",2020,"0--14","Female",20
"SSP3","Guam",2030,"0--14","Female",22.1
"SSP3","Guam",2050,"0--14","Female",23.3
"SSP3","Guam",2100,"0--14","Female",26
"SSP3","Guatemala",2015,"0--14","Female",2881.2
"SSP3","Guatemala",2020,"0--14","Female",3008.7
"SSP3","Guatemala",2030,"0--14","Female",3607.8
"SSP3","Guatemala",2050,"0--14","Female",4373
"SSP3","Guatemala",2100,"0--14","Female",5490.7
"SSP3","Guinea",2015,"0--14","Female",2561.4
"SSP3","Guinea",2020,"0--14","Female",2871.9
"SSP3","Guinea",2030,"0--14","Female",3496.6
"SSP3","Guinea",2050,"0--14","Female",4304.5
"SSP3","Guinea",2100,"0--14","Female",5231.9
"SSP3","Guinea-Bissau",2015,"0--14","Female",368.4
"SSP3","Guinea-Bissau",2020,"0--14","Female",414.2
"SSP3","Guinea-Bissau",2030,"0--14","Female",489.4
"SSP3","Guinea-Bissau",2050,"0--14","Female",589.3
"SSP3","Guinea-Bissau",2100,"0--14","Female",659.8
"SSP3","Guyana",2015,"0--14","Female",111.7
"SSP3","Guyana",2020,"0--14","Female",109.3
"SSP3","Guyana",2030,"0--14","Female",120.7
"SSP3","Guyana",2050,"0--14","Female",122
"SSP3","Guyana",2100,"0--14","Female",132.3
"SSP3","Haiti",2015,"0--14","Female",1776
"SSP3","Haiti",2020,"0--14","Female",1825.4
"SSP3","Haiti",2030,"0--14","Female",1965
"SSP3","Haiti",2050,"0--14","Female",2025.6
"SSP3","Haiti",2100,"0--14","Female",1919.7
"SSP3","Honduras",2015,"0--14","Female",1450.3
"SSP3","Honduras",2020,"0--14","Female",1467.3
"SSP3","Honduras",2030,"0--14","Female",1675.7
"SSP3","Honduras",2050,"0--14","Female",1896.8
"SSP3","Honduras",2100,"0--14","Female",2169.2
"SSP3","Hong Kong Special Administrative Region of China",2015,"0--14","Female",391.7
"SSP3","Hong Kong Special Administrative Region of China",2020,"0--14","Female",459.5
"SSP3","Hong Kong Special Administrative Region of China",2030,"0--14","Female",529.5
"SSP3","Hong Kong Special Administrative Region of China",2050,"0--14","Female",374.2
"SSP3","Hong Kong Special Administrative Region of China",2100,"0--14","Female",403.8
"SSP3","Hungary",2015,"0--14","Female",687.1
"SSP3","Hungary",2020,"0--14","Female",677.4
"SSP3","Hungary",2030,"0--14","Female",681.1
"SSP3","Hungary",2050,"0--14","Female",640.6
"SSP3","Hungary",2100,"0--14","Female",644.4
"SSP3","Iceland",2015,"0--14","Female",32.9
"SSP3","Iceland",2020,"0--14","Female",34.3
"SSP3","Iceland",2030,"0--14","Female",37.9
"SSP3","Iceland",2050,"0--14","Female",43.5
"SSP3","Iceland",2100,"0--14","Female",61.8
"SSP3","India",2015,"0--14","Female",177403.6
"SSP3","India",2020,"0--14","Female",176856.4
"SSP3","India",2030,"0--14","Female",187640.9
"SSP3","India",2050,"0--14","Female",196141.5
"SSP3","India",2100,"0--14","Female",211942.8
"SSP3","Indonesia",2015,"0--14","Female",35105.3
"SSP3","Indonesia",2020,"0--14","Female",35490.1
"SSP3","Indonesia",2030,"0--14","Female",35931.3
"SSP3","Indonesia",2050,"0--14","Female",33887.4
"SSP3","Indonesia",2100,"0--14","Female",32874.3
"SSP3","Iran (Islamic Republic of)",2015,"0--14","Female",9173.6
"SSP3","Iran (Islamic Republic of)",2020,"0--14","Female",10054.6
"SSP3","Iran (Islamic Republic of)",2030,"0--14","Female",9637.3
"SSP3","Iran (Islamic Republic of)",2050,"0--14","Female",9380.9
"SSP3","Iran (Islamic Republic of)",2100,"0--14","Female",9637.7
"SSP3","Iraq",2015,"0--14","Female",7133.2
"SSP3","Iraq",2020,"0--14","Female",8159.1
"SSP3","Iraq",2030,"0--14","Female",10180.7
"SSP3","Iraq",2050,"0--14","Female",13256
"SSP3","Iraq",2100,"0--14","Female",18430.2
"SSP3","Ireland",2015,"0--14","Female",497.6
"SSP3","Ireland",2020,"0--14","Female",514.6
